stateabbrv,statename,stfips,areaname,areatype,areatyname,area,periodyear,periodtype,pertypdesc,period,adjusted,prelim,benchmark,laborforce,emplab,unemp,unemprate
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,1991,3,Monthly,12,1,1,2019,52541,48118,4423,8.4
CO,Colorado,8,Lake County,4,County,65,2017,3,Monthly,10,0,0,2016,4564,4456,108,2.4
CO,Colorado,8,Fremont County,4,County,43,2020,3,Monthly,2,0,0,2019,14723,13965,758,5.1
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,1997,3,Monthly,7,1,1,2019,1157296,1124256,33040,2.9
CO,Colorado,8,Archuleta County,4,County,7,2018,3,Monthly,8,0,0,2017,7084,6862,222,3.1
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,1999,3,Monthly,10,1,1,2019,61933,58857,3076,5
CO,Colorado,8,Greeley MSA,21,Metropolitan Statistical Area,24540,2018,3,Monthly,11,0,0,2017,168543,163830,4713,2.8
CO,Colorado,8,Greeley MSA,21,Metropolitan Statistical Area,24540,1994,3,Monthly,5,1,1,2019,75550,72004,3546,4.7
CO,Colorado,8,Colorado,1,State,0,1976,3,Monthly,1,1,0,1975,1232334,1164563,67771,5.5
CO,Colorado,8,Denver County,4,County,31,2017,1,Annual,0,0,0,2016,398590,387741,10849,2.7
CO,Colorado,8,Dolores County,4,County,33,2016,3,Monthly,6,0,0,2015,1133,1090,43,3.8
CO,Colorado,8,La Plata County,4,County,67,2015,3,Monthly,5,0,0,2014,30193,29124,1069,3.5
CO,Colorado,8,Mineral County,4,County,79,2016,3,Monthly,7,0,0,2015,503,495,8,1.6
CO,Colorado,8,Cheyenne County,4,County,17,2015,3,Monthly,7,0,0,2014,1058,1028,30,2.8
CO,Colorado,8,Boulder-Longmont MSA,21,Metropolitan Statistical Area,14500,2010,3,Monthly,8,1,1,2019,170191,158241,11950,7
CO,Colorado,8,Colorado,1,State,0,1986,3,Monthly,8,0,0,1985,1726345,1606225,120120,7
CO,Colorado,8,Greeley MSA,21,Metropolitan Statistical Area,24540,2006,3,Monthly,12,1,1,2019,116284,111368,4916,4.2
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,2009,3,Monthly,2,1,1,2019,312746,290352,22394,7.2
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2012,3,Monthly,1,1,1,2019,172571,160623,11948,6.9
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,2002,3,Monthly,11,1,1,2019,1261930,1186990,74940,5.9
CO,Colorado,8,Broomfield County,4,County,14,2020,3,Monthly,4,0,1,2019,39117,34846,4271,10.9
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,2006,3,Monthly,4,1,1,2019,308184,293752,14432,4.7
CO,Colorado,8,Colorado,1,State,0,1991,3,Monthly,11,1,0,1990,1805848,1705244,100604,5.6
CO,Colorado,8,Park County,4,County,93,2016,3,Monthly,10,0,0,2015,9945,9698,247,2.5
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,1997,3,Monthly,12,1,1,2019,1177541,1142978,34563,2.9
CO,Colorado,8,Phillips County,4,County,95,2016,3,Monthly,3,0,0,2015,2246,2192,54,2.4
CO,Colorado,8,La Plata County,4,County,67,2018,3,Monthly,8,0,0,2017,32479,31534,945,2.9
CO,Colorado,8,Kit Carson County,4,County,63,2017,3,Monthly,3,0,0,2016,4176,4105,71,1.7
CO,Colorado,8,Colorado,1,State,0,1995,3,Monthly,6,1,0,1994,2121617,2035485,86132,4.1
CO,Colorado,8,Delta County,4,County,29,2016,3,Monthly,2,0,0,2015,13425,12614,811,6
CO,Colorado,8,Colorado,1,State,0,1998,3,Monthly,6,1,0,1997,2312795,2226493,86302,3.7
CO,Colorado,8,Cheyenne County,4,County,17,2018,3,Monthly,4,0,0,2017,1096,1080,16,1.5
CO,Colorado,8,San Miguel County,4,County,113,2016,3,Monthly,12,0,1,2015,5680,5543,137,2.4
CO,Colorado,8,Las Animas County,4,County,71,2018,3,Monthly,11,0,0,2017,6720,6421,299,4.4
CO,Colorado,8,Gunnison County,4,County,51,2020,3,Monthly,3,0,1,2019,11483,11069,414,3.6
CO,Colorado,8,Colorado,1,State,0,2013,3,Monthly,9,1,0,2012,2767659,2584827,182832,6.6
CO,Colorado,8,Kiowa County,4,County,61,2016,3,Monthly,5,0,0,2015,877,860,17,1.9
CO,Colorado,8,Park County,4,County,93,2020,3,Monthly,4,0,1,2019,10790,9720,1070,9.9
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,1998,3,Monthly,5,1,1,2019,60050,57130,2920,4.9
CO,Colorado,8,Colorado,1,State,0,2016,3,Monthly,9,1,0,2015,2908063,2816018,92045,3.2
CO,Colorado,8,Colorado,1,State,0,1979,3,Monthly,11,0,0,1978,1451852,1387518,64334,4.4
CO,Colorado,8,Colorado,1,State,0,1984,3,Monthly,7,1,0,1983,1723818,1630318,93500,5.4
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,1993,3,Monthly,9,1,1,2019,1029795,982949,46846,4.5
CO,Colorado,8,San Juan County,4,County,111,2015,3,Monthly,8,0,0,2014,579,562,17,2.9
CO,Colorado,8,Delta County,4,County,29,2018,3,Monthly,11,0,0,2017,14562,14043,519,3.6
CO,Colorado,8,Yuma County,4,County,125,2017,3,Monthly,9,0,0,2016,5615,5528,87,1.5
CO,Colorado,8,Boulder-Longmont MSA,21,Metropolitan Statistical Area,14500,1992,3,Monthly,3,1,1,2019,130849,124420,6429,4.9
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2006,3,Monthly,11,1,1,2019,170679,164585,6094,3.6
CO,Colorado,8,Garfield County,4,County,45,2015,3,Monthly,8,0,0,2014,30519,29478,1041,3.4
CO,Colorado,8,Boulder-Longmont MSA,21,Metropolitan Statistical Area,14500,1996,3,Monthly,1,1,1,2019,153628,147433,6195,4
CO,Colorado,8,Montrose County,4,County,85,2018,3,Monthly,1,0,0,2017,21001,20142,859,4.1
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,2015,3,Monthly,11,0,0,2014,321450,308750,12700,4
CO,Colorado,8,Huerfano County,4,County,55,2018,1,Annual,0,0,0,2017,2584,2419,165,6.4
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,2020,3,Monthly,1,0,1,2019,76293,73062,3231,4.2
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,2006,3,Monthly,1,1,1,2019,69657,65391,4266,6.1
CO,Colorado,8,Colorado,1,State,0,1986,3,Monthly,1,1,0,1985,1705714,1592932,112782,6.6
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2017,3,Monthly,12,0,1,2016,196118,191453,4665,2.4
CO,Colorado,8,Custer County,4,County,27,2016,3,Monthly,8,0,0,2015,2081,2021,60,2.9
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,2003,3,Monthly,7,1,1,2019,293216,275145,18071,6.2
CO,Colorado,8,Colorado,1,State,0,1992,3,Monthly,5,1,0,1991,1837040,1726257,110783,6
CO,Colorado,8,Chaffee County,4,County,15,2018,3,Monthly,12,0,1,2017,9445,9180,265,2.8
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,1993,3,Monthly,8,1,1,2019,1026348,978874,47474,4.6
CO,Colorado,8,Huerfano County,4,County,55,2017,3,Monthly,4,0,0,2016,2476,2341,135,5.5
CO,Colorado,8,Costilla County,4,County,23,2017,3,Monthly,8,0,0,2016,1853,1792,61,3.3
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,2000,3,Monthly,1,1,1,2019,1241582,1210110,31472,2.5
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,2009,3,Monthly,10,1,1,2019,1383469,1272557,110912,8
CO,Colorado,8,Mesa County,4,County,77,2020,3,Monthly,2,0,0,2019,76746,73580,3166,4.1
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2007,3,Monthly,4,1,1,2019,76943,74533,2410,3.1
CO,Colorado,8,Chaffee County,4,County,15,2017,3,Monthly,4,0,0,2016,8957,8757,200,2.2
CO,Colorado,8,Boulder-Longmont MSA,21,Metropolitan Statistical Area,14500,1993,3,Monthly,1,1,1,2019,136859,129962,6897,5
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2015,3,Monthly,11,0,0,2014,72042,68397,3645,5.1
CO,Colorado,8,Rio Blanco County,4,County,103,2015,3,Monthly,6,0,0,2014,2940,2780,160,5.4
CO,Colorado,8,Pueblo County,4,County,101,2015,3,Monthly,1,0,0,2014,71566,66615,4951,6.9
CO,Colorado,8,Colorado,1,State,0,1976,1,Annual,0,1,0,1975,1241597,1169488,72109,5.8
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,2010,3,Monthly,11,1,1,2019,1424974,1298865,126109,8.8
CO,Colorado,8,Park County,4,County,93,2017,3,Monthly,2,0,0,2016,10244,9975,269,2.6
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2015,1,Annual,0,0,0,2014,71795,67800,3995,5.6
CO,Colorado,8,Colorado,1,State,0,1977,3,Monthly,10,1,0,1976,1303489,1223548,79941,6.1
CO,Colorado,8,Fremont County,4,County,43,2016,3,Monthly,5,0,0,2015,14806,14066,740,5
CO,Colorado,8,Boulder-Longmont MSA,21,Metropolitan Statistical Area,14500,2009,3,Monthly,12,1,1,2019,174254,162649,11605,6.7
CO,Colorado,8,Colorado,1,State,0,1989,3,Monthly,11,0,0,1988,1726434,1634045,92389,5.4
CO,Colorado,8,Dolores County,4,County,33,2018,3,Monthly,2,0,0,2017,1057,1026,31,2.9
CO,Colorado,8,Jackson County,4,County,57,2017,1,Annual,0,0,0,2016,959,942,17,1.8
CO,Colorado,8,Washington County,4,County,121,2016,3,Monthly,8,0,0,2015,2969,2910,59,2
CO,Colorado,8,Adams County,4,County,1,2020,3,Monthly,1,0,0,2019,278584,270063,8521,3.1
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,2004,3,Monthly,3,1,1,2019,1292550,1215606,76944,6
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,2020,3,Monthly,1,0,1,2019,1695059,1649121,45938,2.7
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,1997,3,Monthly,1,1,1,2019,261122,250159,10963,4.2
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,2014,3,Monthly,6,1,1,2019,72281,67075,5206,7.2
CO,Colorado,8,Moffat County,4,County,81,2017,3,Monthly,10,0,0,2016,7290,7090,200,2.7
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2017,3,Monthly,10,1,1,2019,74181,71373,2808,3.8
CO,Colorado,8,Huerfano County,4,County,55,2020,3,Monthly,4,0,1,2019,2192,1920,272,12.4
CO,Colorado,8,Lincoln County,4,County,73,2017,3,Monthly,3,0,0,2016,2253,2211,42,1.9
CO,Colorado,8,Colorado,1,State,0,1980,3,Monthly,3,1,0,1979,1479234,1404421,74813,5.1
CO,Colorado,8,Otero County,4,County,89,2016,3,Monthly,2,0,0,2015,7942,7499,443,5.6
CO,Colorado,8,Pueblo County,4,County,101,2018,3,Monthly,3,0,0,2017,75579,72028,3551,4.7
CO,Colorado,8,Kit Carson County,4,County,63,2015,3,Monthly,7,0,0,2014,4507,4411,96,2.1
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2010,3,Monthly,8,1,1,2019,76063,67719,8344,11
CO,Colorado,8,Moffat County,4,County,81,2016,3,Monthly,9,0,0,2015,7173,6947,226,3.2
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,2009,3,Monthly,11,1,1,2019,74453,67798,6655,8.9
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2017,3,Monthly,1,0,0,2016,187822,182440,5382,2.9
CO,Colorado,8,Colorado,1,State,0,1983,1,Annual,0,1,0,1982,1666615,1548298,118317,7.1
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,2018,3,Monthly,2,1,1,2019,344244,332304,11940,3.5
CO,Colorado,8,Broomfield County,4,County,14,2016,1,Annual,0,0,0,2015,36747,35684,1063,2.9
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2011,3,Monthly,12,1,1,2019,75658,68261,7397,9.8
CO,Colorado,8,El Paso County,4,County,41,2015,3,Monthly,9,0,0,2014,309724,297614,12110,3.9
CO,Colorado,8,Teller County,4,County,119,2015,3,Monthly,2,0,0,2014,11329,10679,650,5.7
CO,Colorado,8,Archuleta County,4,County,7,2016,3,Monthly,5,0,0,2015,6368,6168,200,3.1
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2018,3,Monthly,2,1,1,2019,74839,71941,2898,3.9
CO,Colorado,8,Dolores County,4,County,33,2016,3,Monthly,12,0,1,2015,1078,1045,33,3.1
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2003,3,Monthly,6,1,1,2019,158861,150910,7951,5
CO,Colorado,8,Boulder-Longmont MSA,21,Metropolitan Statistical Area,14500,1992,3,Monthly,12,1,1,2019,136018,129107,6911,5.1
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2015,3,Monthly,10,1,1,2019,181740,176192,5548,3.1
CO,Colorado,8,Park County,4,County,93,2020,3,Monthly,1,0,0,2019,11350,11065,285,2.5
CO,Colorado,8,Park County,4,County,93,2015,3,Monthly,1,0,0,2014,9292,8889,403,4.3
CO,Colorado,8,Colorado,1,State,0,1985,3,Monthly,11,0,0,1984,1703575,1600636,102939,6
CO,Colorado,8,Clear Creek County,4,County,19,2017,3,Monthly,12,0,1,2016,5898,5753,145,2.5
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2005,3,Monthly,4,1,1,2019,70394,66831,3563,5.1
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,1993,3,Monthly,4,1,1,2019,216730,202278,14452,6.7
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,1992,3,Monthly,8,1,1,2019,48238,44487,3751,7.8
CO,Colorado,8,Gilpin County,4,County,47,2016,3,Monthly,4,0,0,2015,3448,3367,81,2.3
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2005,3,Monthly,12,1,1,2019,71883,68658,3225,4.5
CO,Colorado,8,Morgan County,4,County,87,2016,3,Monthly,5,0,0,2015,15177,14654,523,3.4
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,2013,3,Monthly,3,1,1,2019,73757,66090,7667,10.4
CO,Colorado,8,Lake County,4,County,65,2018,3,Monthly,2,0,0,2017,5031,4917,114,2.3
CO,Colorado,8,Cheyenne County,4,County,17,2017,3,Monthly,12,0,1,2016,1170,1149,21,1.8
CO,Colorado,8,Boulder-Longmont MSA,21,Metropolitan Statistical Area,14500,2017,3,Monthly,8,0,0,2016,186681,182156,4525,2.4
CO,Colorado,8,Archuleta County,4,County,7,2018,3,Monthly,11,0,0,2017,6881,6655,226,3.3
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,2009,3,Monthly,12,1,1,2019,74415,67564,6851,9.2
CO,Colorado,8,Custer County,4,County,27,2018,3,Monthly,10,0,0,2017,2130,2059,71,3.3
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2017,3,Monthly,11,0,0,2016,198585,193826,4759,2.4
CO,Colorado,8,Mineral County,4,County,79,2016,3,Monthly,4,0,0,2015,362,352,10,2.8
CO,Colorado,8,Dolores County,4,County,33,2017,3,Monthly,2,0,0,2016,1052,1016,36,3.4
CO,Colorado,8,Greeley MSA,21,Metropolitan Statistical Area,24540,2013,3,Monthly,1,1,1,2019,137773,127751,10022,7.3
CO,Colorado,8,Colorado,1,State,0,2017,3,Monthly,9,1,0,2016,3011552,2925074,86478,2.9
CO,Colorado,8,Sedgwick County,4,County,115,2017,3,Monthly,3,0,0,2016,1119,1092,27,2.4
CO,Colorado,8,Jefferson County,4,County,59,2018,3,Monthly,7,0,0,2017,334230,324242,9988,3
CO,Colorado,8,Chaffee County,4,County,15,2016,3,Monthly,8,0,0,2015,9513,9300,213,2.2
CO,Colorado,8,Weld County,4,County,123,2016,3,Monthly,12,0,1,2015,150810,146729,4081,2.7
CO,Colorado,8,Otero County,4,County,89,2018,3,Monthly,2,0,0,2017,8055,7632,423,5.3
CO,Colorado,8,Colorado,1,State,0,1984,3,Monthly,8,0,0,1983,1743417,1656424,86993,5
CO,Colorado,8,Colorado,1,State,0,1987,3,Monthly,10,1,0,1986,1699581,1579870,119711,7
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,1998,3,Monthly,9,1,1,2019,60597,57727,2870,4.7
CO,Colorado,8,Colorado,1,State,0,2006,3,Monthly,8,1,0,2005,2630950,2518726,112224,4.3
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2002,3,Monthly,9,1,1,2019,64564,61395,3169,4.9
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,1996,3,Monthly,1,1,1,2019,256153,244605,11548,4.5
CO,Colorado,8,Colorado,1,State,0,1985,3,Monthly,11,1,0,1984,1708654,1600114,108540,6.4
CO,Colorado,8,Archuleta County,4,County,7,2018,3,Monthly,5,0,0,2017,6895,6707,188,2.7
CO,Colorado,8,Rio Grande County,4,County,105,2020,3,Monthly,3,0,1,2019,5048,4614,434,8.6
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2013,3,Monthly,8,1,1,2019,174469,164541,9928,5.7
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,2007,3,Monthly,2,1,1,2019,1347519,1297227,50292,3.7
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2011,3,Monthly,4,1,1,2019,170202,157679,12523,7.4
CO,Colorado,8,Hinsdale County,4,County,53,2017,3,Monthly,8,0,0,2016,599,590,9,1.5
CO,Colorado,8,Adams County,4,County,1,2015,3,Monthly,4,0,0,2014,246051,235033,11018,4.5
CO,Colorado,8,Montezuma County,4,County,83,2016,3,Monthly,1,0,0,2015,12102,11257,845,7
CO,Colorado,8,Grand County,4,County,49,2017,3,Monthly,7,0,0,2016,10029,9842,187,1.9
CO,Colorado,8,Gilpin County,4,County,47,2018,3,Monthly,6,0,0,2017,3763,3658,105,2.8
CO,Colorado,8,Arapahoe County,4,County,5,2020,3,Monthly,4,0,1,2019,360277,316106,44171,12.3
CO,Colorado,8,Boulder-Longmont MSA,21,Metropolitan Statistical Area,14500,2003,3,Monthly,9,1,1,2019,164452,155452,9000,5.5
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,2008,3,Monthly,10,1,1,2019,311469,291988,19481,6.3
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,2000,3,Monthly,11,1,1,2019,278591,270554,8037,2.9
CO,Colorado,8,Washington County,4,County,121,2016,3,Monthly,11,0,0,2015,2999,2943,56,1.9
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,1992,3,Monthly,4,1,1,2019,108494,103029,5465,5
CO,Colorado,8,Saguache County,4,County,109,2015,3,Monthly,9,0,0,2014,3080,2888,192,6.2
CO,Colorado,8,Clear Creek County,4,County,19,2020,3,Monthly,2,0,0,2019,6206,6046,160,2.6
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,1999,3,Monthly,7,1,1,2019,62110,59031,3079,5
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2002,3,Monthly,8,1,1,2019,64268,61133,3135,4.9
CO,Colorado,8,La Plata County,4,County,67,2017,3,Monthly,7,0,0,2016,32081,31355,726,2.3
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2003,3,Monthly,7,1,1,2019,159304,151331,7973,5
CO,Colorado,8,Lake County,4,County,65,2018,3,Monthly,9,0,0,2017,4692,4575,117,2.5
CO,Colorado,8,Montrose County,4,County,85,2015,3,Monthly,7,0,0,2014,19792,18856,936,4.7
CO,Colorado,8,Routt County,4,County,107,2020,3,Monthly,1,0,1,2019,17395,17034,361,2.1
CO,Colorado,8,Dolores County,4,County,33,2019,1,Annual,0,0,0,2018,1164,1129,35,3
CO,Colorado,8,Rio Blanco County,4,County,103,2018,3,Monthly,12,0,1,2017,2899,2774,125,4.3
CO,Colorado,8,Douglas County,4,County,35,2020,3,Monthly,2,0,1,2019,199341,194491,4850,2.4
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,3,0,0,2017,5881,5763,118,2
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2016,3,Monthly,10,0,0,2015,192010,187308,4702,2.4
CO,Colorado,8,Alamosa County,4,County,3,2018,3,Monthly,8,0,0,2017,8417,8084,333,4
CO,Colorado,8,Ouray County,4,County,91,2017,3,Monthly,8,0,0,2016,2508,2450,58,2.3
CO,Colorado,8,Pitkin County,4,County,97,2016,3,Monthly,2,0,0,2015,10881,10595,286,2.6
CO,Colorado,8,Lake County,4,County,65,2018,3,Monthly,6,0,0,2017,4664,4526,138,3
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2016,3,Monthly,2,0,0,2015,71399,67020,4379,6.1
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2012,3,Monthly,10,1,1,2019,173362,162156,11206,6.5
CO,Colorado,8,Montrose County,4,County,85,2020,3,Monthly,1,0,1,2019,21680,20948,732,3.4
CO,Colorado,8,Otero County,4,County,89,2015,3,Monthly,10,0,0,2014,7886,7517,369,4.7
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,1992,3,Monthly,6,1,1,2019,109439,103881,5558,5.1
CO,Colorado,8,Denver County,4,County,31,2015,3,Monthly,2,0,0,2014,372181,355640,16541,4.4
CO,Colorado,8,Weld County,4,County,123,2017,3,Monthly,11,0,0,2016,161255,157131,4124,2.6
CO,Colorado,8,Jefferson County,4,County,59,2016,3,Monthly,12,0,1,2015,316110,308309,7801,2.5
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2011,3,Monthly,10,1,1,2019,172061,160055,12006,7
CO,Colorado,8,Colorado,1,State,0,2018,3,Monthly,2,1,0,2017,3048319,2957429,90890,3
CO,Colorado,8,Costilla County,4,County,23,2016,3,Monthly,3,0,0,2015,1651,1554,97,5.9
CO,Colorado,8,Grand County,4,County,49,2018,3,Monthly,10,0,0,2017,9170,8930,240,2.6
CO,Colorado,8,Rio Grande County,4,County,105,2020,3,Monthly,2,0,1,2019,5322,5040,282,5.3
CO,Colorado,8,Fremont County,4,County,43,2017,3,Monthly,1,0,0,2016,14426,13673,753,5.2
CO,Colorado,8,Bent County,4,County,11,2016,1,Annual,0,0,0,2015,1850,1793,57,3.1
CO,Colorado,8,Adams County,4,County,1,2015,3,Monthly,7,0,0,2014,249298,238686,10612,4.3
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2000,3,Monthly,3,1,1,2019,145963,142345,3618,2.5
CO,Colorado,8,Prowers County,4,County,99,2015,3,Monthly,7,0,0,2014,5956,5698,258,4.3
CO,Colorado,8,Hinsdale County,4,County,53,2017,3,Monthly,1,0,0,2016,405,394,11,2.7
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2017,3,Monthly,4,1,1,2019,193338,188915,4423,2.3
CO,Colorado,8,Denver - Aurora MSA,21,Metropolitan Statistical Area,19740,1994,3,Monthly,8,1,1,2019,1075460,1035195,40265,3.7
CO,Colorado,8,Boulder County,4,County,13,2019,1,Annual,0,0,0,2018,196991,192351,4640,2.4
CO,Colorado,8,Rio Blanco County,4,County,103,2018,3,Monthly,5,0,0,2017,2950,2849,101,3.4
CO,Colorado,8,Bent County,4,County,11,2018,3,Monthly,8,0,0,2017,1888,1831,57,3
CO,Colorado,8,Gilpin County,4,County,47,2017,3,Monthly,3,0,0,2016,3541,3478,63,1.8
CO,Colorado,8,Logan County,4,County,75,2018,3,Monthly,4,0,0,2017,11084,10817,267,2.4
CO,Colorado,8,Garfield County,4,County,45,2015,3,Monthly,2,0,0,2014,31604,30017,1587,5
CO,Colorado,8,Eagle County,4,County,37,2016,3,Monthly,2,0,0,2015,35637,34698,939,2.6
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,2016,3,Monthly,7,0,0,2015,72671,69018,3653,5
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,2016,3,Monthly,2,1,1,2019,322819,309922,12897,4
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,1998,3,Monthly,8,1,1,2019,64182,59516,4666,7.3
CO,Colorado,8,Lake County,4,County,65,2020,3,Monthly,2,0,0,2019,5359,5250,109,2
CO,Colorado,8,Boulder-Longmont MSA,21,Metropolitan Statistical Area,14500,2020,3,Monthly,1,0,1,2019,196308,191654,4654,2.4
CO,Colorado,8,Montezuma County,4,County,83,2020,3,Monthly,4,0,1,2019,11314,9970,1344,11.9
CO,Colorado,8,Elbert County,4,County,39,2018,3,Monthly,1,0,0,2017,14700,14280,420,2.9
CO,Colorado,8,Baca County,4,County,9,2015,3,Monthly,12,0,1,2014,1965,1935,30,1.5
CO,Colorado,8,Eagle County,4,County,37,2015,3,Monthly,4,0,0,2014,33009,31936,1073,3.3
CO,Colorado,8,Mineral County,4,County,79,2016,3,Monthly,8,0,0,2015,499,491,8,1.6
CO,Colorado,8,Washington County,4,County,121,2016,3,Monthly,10,0,0,2015,2954,2895,59,2
CO,Colorado,8,Boulder County,4,County,13,2020,3,Monthly,1,0,0,2019,196326,191678,4648,2.4
CO,Colorado,8,Colorado,1,State,0,1976,3,Monthly,3,0,0,1975,1215419,1135668,79751,6.6
CO,Colorado,8,Hinsdale County,4,County,53,2016,3,Monthly,4,0,0,2015,381,369,12,3.1
CO,Colorado,8,Grand Junction MSA,21,Metropolitan Statistical Area,24300,2013,3,Monthly,1,1,1,2019,74134,67113,7021,9.5
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2019,3,Monthly,3,1,1,2019,204427,199220,5207,2.5
CO,Colorado,8,Phillips County,4,County,95,2020,3,Monthly,3,0,0,2019,2197,2127,70,3.2
CO,Colorado,8,Cheyenne County,4,County,17,2016,3,Monthly,1,0,0,2015,1030,1010,20,1.9
CO,Colorado,8,Pueblo MSA,21,Metropolitan Statistical Area,39380,2010,3,Monthly,8,1,1,2019,74379,66419,7960,10.7
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,2020,3,Monthly,3,0,0,2019,356995,334898,22097,6.2
CO,Colorado,8,Fort Collins-Loveland MSA,21,Metropolitan Statistical Area,22660,2007,3,Monthly,11,1,1,2019,173610,167406,6204,3.6
CO,Colorado,8,Colorado Springs MSA,21,Metropolitan Statistical Area,17820,2001,3,Monthly,2,1,1,2019,279339,271039,8300,3
CO,Colorado,8,Elbert County,4,County,39,2018,3,Monthly,8,0,0,2017,15131,14703,428,2.8
